popularity,original_title,runtime,genres,vote_count,vote_average,release_year,budget,revenue
5.476958,The Hunger Games: Mockingjay - Part 2,136.0,War|Adventure|Science Fiction,2380,6.5,2015,147199935.232028,598481289.508232
5.462138,Tomorrowland,130.0,Action|Family|Science Fiction|Adventure|Mystery,1899,6.2,2015,174799923.088033,192312729.942398
5.337064,Southpaw,123.0,Action|Drama,1386,7.3,2015,27599987.8560053,84373003.7158783
4.907832,San Andreas,114.0,Action|Drama|Thriller,2060,6.1,2015,101199955.472019,432851374.985395
4.71040199999999,Fifty Shades of Grey,125.0,Drama|Romance,1865,5.3,2015,36799983.8080071,524079119.045187
4.648046,The Big Short,130.0,Comedy|Drama,1545,7.3,2015,25759988.6656049,122678731.541358
4.566713,Mission: Impossible - Rogue Nation,131.0,Action,2349,7.1,2015,137999939.280026,627743451.672881
4.564549,Ted 2,115.0,Comedy,1666,6.3,2015,62559972.4736121,198594430.13845
4.503789,Kingsman: The Secret Service,130.0,Crime|Comedy|Action|Adventure,3833,7.6,2015,74519967.2112144,371497801.660967
4.062293,Spotlight,128.0,Drama|Thriller|History,1559,7.8,2015,18399991.9040035,81278719.3973634
3.968891,Maze Runner: The Scorch Trials,132.0,Action|Science Fiction|Thriller,1849,6.4,2015,56119975.3072108,286356245.923251
3.899557,Chappie,120.0,Crime|Action|Science Fiction,1990,6.6,2015,45079980.1648087,93903685.2423785
3.877764,Pitch Perfect 2,115.0,Comedy|Music,1264,6.8,2015,26679988.2608051,264505582.097543
3.64821,Bridge of Spies,141.0,Thriller|Drama,1638,7.1,2015,36799983.8080071,149601569.335309
3.644541,Goosebumps,103.0,Adventure|Horror|Comedy,600,6.2,2015,53359976.5216103,138157089.01088
3.557846,Room,117.0,Drama|Thriller,1520,8.0,2015,5519997.57120106,32569603.0293746
3.339135,The Good Dinosaur,93.0,Adventure|Animation|Comedy|Family|Fantasy,1087,6.6,2015,160999929.160031,305371920.876354
3.23737,Run All Night,114.0,Action|Crime|Drama|Mystery|Thriller,814,6.3,2015,45999979.7600089,65836683.5118592
3.227329,Brooklyn,111.0,Drama|Romance,754,7.3,2015,10119995.5472019,57110024.5915891
3.202719,Straight Outta Compton,147.0,Drama|Music,918,7.7,2015,25759988.6656049,185504110.098191
3.080505,The Last Witch Hunter,106.0,Fantasy|Action|Adventure,879,5.6,2015,82799963.568016,129164861.167461
3.079522,Steve Jobs,122.0,History|Drama,1035,6.9,2015,27599987.8560053,31686509.2179359
3.053421,The Man from U.N.C.L.E.,116.0,Comedy|Action|Adventure,1548,7.0,2015,68999969.6400133,99493456.5028791
3.025852,The Age of Adaline,112.0,Fantasy|Drama|Romance,1221,7.3,2015,22999989.8800044,39219376.6634742
3.023253,Hardcore Henry,97.0,Action|Adventure|Science Fiction,396,5.9,2015,9199995.95200178,13187080.9976843
2.976436,Home,94.0,Fantasy|Comedy|Animation|Science Fiction|Family,1060,6.9,2015,124199945.352024,339361177.121082
2.968254,Paper Towns,109.0,Drama|Mystery|Romance,1252,6.2,2015,11039995.1424021,78671281.3846362
2.885126,The Lobster,118.0,Thriller|Comedy|Drama|Romance|Science Fiction,638,6.6,2015,3679998.38080071,8339346.45068756
2.883233,Carol,118.0,Romance|Drama,562,7.1,2015,10855995.2233621,37050347.8978469
2.814802,The Intern,121.0,Comedy,1255,7.1,2015,32199985.8320062,178999419.480255
2.798017,Everest,121.0,Adventure|Drama,1172,6.7,2015,50599977.7360098,187153294.93255
2.793297,Joy,124.0,Comedy|Drama,1001,6.4,2015,55199975.7120106,93043293.3409509
2.614499,Point Break,114.0,Action|Crime|Thriller,505,5.5,2015,96599957.4960187,123021159.990689
2.584264,Burnt,100.0,Drama,631,6.3,2015,18399991.9040035,33678188.7415969
2.578919,Self/less,116.0,Science Fiction|Mystery|Thriller,719,6.2,2015,23919989.4752046,28081355.5642035
2.575711,Mortdecai,106.0,Comedy|Adventure,696,5.3,2015,55199975.7120106,27985062.8865723
2.557859,The Danish Girl,120.0,Drama,867,7.3,2015,13799993.9280026,59056175.1752829
2.550747,Blackhat,133.0,Mystery|Crime|Action|Thriller|Drama,584,5.0,2015,64399971.6640124,16332697.613613
2.487849,Sicario,121.0,Action|Crime|Drama|Mystery|Thriller,1479,7.1,2015,27599987.8560053,77303716.7063646
2.487042,Fantastic Four,100.0,Action|Adventure|Science Fiction,1565,4.4,2015,110399952.34402,154539320.322699
2.46449,The Witch,92.0,Mystery|Horror,700,5.8,2015,3219998.58320062,37190013.0363942
2.404473,Spy,120.0,Action|Comedy|Crime,1840,6.9,2015,59799973.6880115,216812826.082356
2.395366,Focus,105.0,Romance|Comedy|Crime|Drama,1831,6.7,2015,46091979.7195289,141645863.63582
2.354654,Hitman: Agent 47,96.0,Action|Crime|Thriller,820,5.5,2015,32199985.8320062,75759810.1856835
2.345821,In the Heart of the Sea,122.0,Thriller|Drama|Adventure|Action|History,805,6.4,2015,91999959.5200178,86315059.3813738
2.331567,Creed,133.0,Drama,1171,7.3,2015,32199985.8320062,126900665.803707
2.31767,Trainwreck,125.0,Comedy,849,6.1,2015,32199985.8320062,129532072.565888
2.29573,Eye in the Sky,102.0,Drama|Thriller|War,265,7.2,2015,11959994.7376023,30220316.9030605
2.28135,Legend,131.0,Crime|Thriller,619,6.7,2015,22999989.8800044,39535137.0845396
2.234573,Pan,111.0,Adventure|Family|Fantasy,586,5.9,2015,137999939.280026,118117202.42843
2.140199,The Peanuts Movie,88.0,Adventure|Animation|Comedy|Family,414,6.4,2015,91079959.9248176,226534364.284879
2.121884,Concussion,123.0,Drama,500,6.9,2015,32199985.8320062,44733666.5571867
2.096273,The Night Before,100.0,Comedy,363,6.1,2015,22999989.8800044,48204295.1101101
2.080935,Knock Knock,99.0,Drama|Horror|Thriller,473,4.8,2015,2299998.98800044,4796917.44935632
2.070708,The Longest Ride,128.0,Romance|Drama,711,7.3,2015,31279986.236806,57972193.012235
2.060162,Hotel Transylvania 2,89.0,Animation|Comedy|Family,919,6.8,2015,73599967.6160142,428888671.768984
2.055572,Love the Coopers,107.0,Family|Comedy,111,5.3,2015,15639993.118403,22079990.2848042
2.049886,The Walk,123.0,Adventure|Drama|Thriller,706,6.8,2015,32199985.8320062,56287361.8735607
2.026651,Tracers,94.0,Action|Crime|Drama,326,5.9,2015,10119995.5472019,1714249.04573042
2.000338,Vacation,99.0,Adventure|Comedy,846,6.1,2015,28519987.4512055,96033410.7052992
1.984529,Poltergeist,93.0,Horror|Thriller,589,5.0,2015,32199985.8320062,87802915.846717
1.980039,Maggie,95.0,Horror,384,5.1,2015,3679998.38080071,172142.964257095
1.95632,Child 44,137.0,Crime|Thriller,341,5.9,2015,45999979.7600089,3058382.2543118
1.926739,The Gift,108.0,Thriller|Mystery,631,6.6,2015,4599997.97600089,54260336.8854517
1.904898,Daddy's Home,96.0,Comedy,568,5.7,2015,45999979.7600089,221131463.342156
1.865007,The Little Prince,92.0,Adventure|Animation|Fantasy,423,7.5,2015,58879974.0928114,89765510.5031753
1.82313,The Dressmaker,118.0,Drama,197,6.9,2015,10975595.1707381,16872792.5759712
1.758618,The DUFF,100.0,Romance|Comedy,753,6.8,2015,7819996.55920151,40046325.6596167
1.742286,Sinister 2,97.0,Horror,331,5.5,2015,9199995.95200178,48651435.1533685
1.73518,Paul Blart: Mall Cop 2,94.0,Action|Adventure|Comedy|Family,422,5.3,2015,27599987.8560053,98989419.0846556
1.65107799999999,The Boy Next Door,91.0,Thriller,810,3.9,2015,3679998.38080071,46150034.4539848
1.532997,Entourage,104.0,Comedy,364,6.2,2015,27599987.8560053,45322311.7381828
1.510096,The Wedding Ringer,101.0,Comedy,446,6.5,2015,21159990.689604,73415857.2970227
1.499614,Scouts Guide to the Zombie Apocalypse,93.0,Comedy|Horror,288,6.2,2015,13799993.9280026,13671898.7043645
1.495112,The Visit,94.0,Horror|Thriller,729,5.9,2015,4599997.97600089,90574017.1874324
1.48324599999999,Black Mass,122.0,Crime|Drama,848,6.3,2015,48759978.5456094,91793583.3708233
1.449072,Heist,93.0,Crime|Action|Thriller,233,5.4,2015,8187996.39728158,46125.0997049561
1.448002,Krampus,98.0,Horror|Comedy|Fantasy,342,5.9,2015,13799993.9280026,56624785.5250943
1.443406,Dark Places,113.0,Drama|Mystery|Thriller,322,5.7,2015,18399991.9040035,191900.875563614
1.41239,No Escape,103.0,Action|Thriller,519,6.7,2015,4599997.97600089,50065340.2112503
1.40805,Dope,103.0,Crime|Drama|Comedy,448,7.3,2015,643999.716640124,16547831.2389542
1.388251,American Ultra,96.0,Comedy|Action,695,5.9,2015,25759988.6656049,25951426.7813722
1.388032,Woman in Gold,120.0,Drama,277,7.3,2015,10119995.5472019,56690166.2163268
1.376605,Sisters,118.0,Comedy,399,5.9,2015,27599987.8560053,96610126.2515444
1.360926,Project Almanac,106.0,Science Fiction|Thriller,637,6.3,2015,11039995.1424021,29668368.6659177
1.355822,The Transporter Refueled,96.0,Thriller|Action|Crime,407,5.3,2015,22999989.8800044,66819266.9995225
1.345982,Crimson Peak,119.0,Mystery|Thriller|Fantasy|Horror|Drama,819,6.4,2015,50599977.7360098,68705406.0096213
1.338481,Magic Mike XXL,115.0,Comedy|Drama|Music,501,6.3,2015,13615994.0089626,112619962.887216
1.338322,Paranormal Activity: The Ghost Dimension,88.0,Horror|Thriller,267,5.0,2015,9199995.95200178,71851557.1453148
1.316239,Trumbo,124.0,Drama,273,7.2,2015,13799993.9280026,7576804.78620589
1.315266,Secret in Their Eyes,111.0,Crime|Drama|Mystery,202,6.2,2015,17939992.1064034,29614535.8096042
1.291013,The SpongeBob Movie: Sponge Out of Water,93.0,Family|Animation,533,5.7,2015,68079970.0448131,286666383.306791
1.278928,Max,111.0,Adventure|Drama|Family,214,7.0,2015,18399991.9040035,40449856.802063
1.225325,The Gunman,115.0,Action|Drama|Crime,283,5.6,2015,36799983.8080071,9811564.7629115
1.191138,Unfriended,82.0,Horror|Thriller,643,5.6,2015,919999.595200178,57851497.3453411
1.178831,Hot Pursuit,87.0,Action|Crime|Comedy,472,5.5,2015,32199985.8320062,47545763.9998638
1.164724,Insidious: Chapter 3,97.0,Drama|Horror|Thriller,610,6.3,2015,9199995.95200178,95959500.6978197
1.142518,The Lady in the Van,104.0,Comedy|Drama,135,5.9,2015,5519997.57120106,38076655.2862716
1.138395,Victor Frankenstein,109.0,Drama|Science Fiction|Thriller,408,5.5,2015,36799983.8080071,31489100.3047958
1.125239,Anomalisa,90.0,Animation|Comedy|Drama|Romance,259,6.7,2015,7359996.76160142,3458541.59824169
1.03839,The Diary of a Teenage Girl,102.0,Drama|Romance,186,6.8,2015,1839999.19040035,1358841.24210985
1.007054,Irrational Man,95.0,Mystery|Drama,319,6.1,2015,10119995.5472019,25199786.192094
0.956096,Ricki and the Flash,100.0,Comedy|Drama|Music,152,5.5,2015,16559992.7136032,38019285.0315145
0.950793,The Perfect Guy,100.0,Drama|Thriller,122,5.6,2015,11039995.1424021,55451294.7614303
0.93762,While We're Young,97.0,Drama|Comedy,265,5.9,2015,9199995.95200178,6980483.12858742
0.927339,Get Hard,100.0,Comedy,661,5.9,2015,36799983.8080071,97990493.6441828
0.906036,The 33,120.0,History|Drama,262,5.8,2015,22999989.8800044,22910495.0793821
0.898295999999999,Suffragette,106.0,Drama|History,231,7.1,2015,12879994.3328024,14722219.9222232
0.880937999999999,We Are Your Friends,96.0,Drama|Music|Romance,412,6.2,2015,5519997.57120106,10232318.2977799
0.832487,The Second Best Exotic Marigold Hotel,122.0,Drama|Comedy,196,6.4,2015,9199995.95200178,79099969.9160132
0.829111,Little Boy,106.0,Comedy|Drama|War,113,7.1,2015,18399991.9040035,5906690.88105601
0.814206,Aloha,105.0,Adventure|Comedy|Romance,469,5.2,2015,34039985.0224065,24150007.7739965
0.795762,Our Brand Is Crisis,108.0,Drama|Comedy,122,5.7,2015,25759988.6656049,6442077.28548599
0.706023,Freeheld,103.0,Romance|Drama,86,7.1,2015,6439997.16640124,527467.967914094
0.699932,Love,134.0,Drama|Romance,307,4.7,2015,2759998.78560053,639647.198555232
0.69957,Truth,121.0,Drama,89,6.4,2015,8831996.11392171,2338228.65117939
0.690479,Danny Collins,107.0,Comedy|Drama|Music,114,6.6,2015,9199995.95200178,9968887.45368952
0.689578999999999,Rock the Kasbah,100.0,Comedy|Music|War,56,5.1,2015,13799993.9280026,2779009.65723575
0.673792,"Hello, My Name Is Doris",95.0,Comedy|Drama|Romance,87,6.6,2015,919999.595200178,13289393.2326669
0.669351,The Vatican Tapes,91.0,Thriller|Horror,164,4.5,2015,11959994.7376023,1641981.23752825
0.661471,99 Homes,112.0,Drama,121,6.8,2015,7359996.76160142,1298972.2684522
0.661163,Hot Tub Time Machine 2,93.0,Comedy,244,5.0,2015,12879994.3328024,11329473.9350314
0.654046,Manglehorn,97.0,Drama,35,5.0,2015,3679998.38080071,131652.86207274
0.602165,A Walk in the Woods,104.0,Drama|Adventure|Comedy,171,5.4,2015,7359996.76160142,33111785.4708143
0.599655,The Lazarus Effect,83.0,Thriller|Horror,327,4.9,2015,3035998.66416058,58981843.8079887
0.577814,Unfinished Business,90.0,Comedy,241,4.9,2015,32199985.8320062,13276746.9182313
0.570743999999999,Lost River,95.0,Fantasy|Thriller,129,5.7,2015,1839999.19040035,41796.5016095392
0.532205,The Gallows,87.0,Horror|Thriller,247,5.0,2015,91999.9595200178,39251239.9294544
0.524315,By the Sea,122.0,Drama|Romance,82,5.4,2015,9199995.95200178,3068131.49002214
0.46209,Black or White,121.0,Drama,72,6.7,2015,8279996.3568016,19845485.1479865
0.450872,I Saw the Light,123.0,Drama|Music,19,5.6,2015,11959994.7376023,1515044.29338051
0.435582,Jem and the Holograms,119.0,Drama|Music|Adventure|Fantasy,69,5.7,2015,4599997.97600089,2146988.33532513
0.424813,Beasts of No Nation,137.0,Drama|War,306,7.5,2015,5519997.57120106,83514.8032534865
0.414913,Demonic,83.0,Thriller|Horror,91,5.0,2015,2759998.78560053,3116038.628943
0.402236,The D Train,101.0,Drama|Comedy,47,4.2,2015,411721.898842364,709611.327771015
0.365901,Strangerland,111.0,Drama|Thriller,48,5.0,2015,9199995.95200178,16074.2329273375
0.336107,Captive,97.0,Crime|Drama|Thriller,55,5.7,2015,1839999.19040035,2577386.22595006
0.298751,90 Minutes in Heaven,121.0,Drama,24,5.7,2015,4599997.97600089,4455281.1196763
0.259794,Grandma,78.0,Drama|Comedy,81,5.6,2015,551999.757120106,6520452.97100069
0.731022,War Room,120.0,Drama,57,6.9,2015,2759998.78560053,62366880.1985727
0.076109,Stonewall,129.0,Drama,14,5.6,2015,12419994.5352024,172660.004029598
24.949134,Interstellar,169.0,Adventure|Drama|Science Fiction,6498,8.0,2014,151980023.37729,572690645.122961
14.311205,Guardians of the Galaxy,121.0,Action|Science Fiction|Adventure,5612,7.9,2014,156585478.631148,712291130.169508
12.971027,Captain America: The Winter Soldier,136.0,Action|Adventure|Science Fiction,3848,7.6,2014,156585478.631148,658365092.859794
11.422751,John Wick,101.0,Action|Thriller,2712,7.0,2014,18421821.0154291,72526614.4653665
10.739009,The Hunger Games: Mockingjay - Part 1,123.0,Science Fiction|Adventure|Thriller,3590,6.6,2014,115136381.346432,692752790.215065
10.174599,The Hobbit: The Battle of the Five Armies,144.0,Adventure|Fantasy,3110,7.1,2014,230272762.692864,879752289.141534
8.691294,Big Hero 6,102.0,Adventure|Family|Animation|Action|Comedy,4185,7.8,2014,151980023.37729,600648487.706658
8.110711,The Imitation Game,113.0,History|Drama|Thriller|War,3478,8.0,2014,12895274.7108004,215126072.495392
7.137273,The Maze Runner,113.0,Action|Mystery|Science Fiction|Thriller,3425,7.0,2014,31317095.7262296,320834306.773058
6.90714799999999,Birdman,119.0,Drama|Comedy,2801,7.3,2014,16579638.9138862,95070499.387935
6.438727,Gone Girl,145.0,Mystery|Thriller|Drama,3720,7.9,2014,56186554.097059,340186892.137474
6.415818,Fury,135.0,War|Drama|Action,2572,7.4,2014,62634191.4524592,195103577.60975
6.286692,Night at the Museum: Secret of the Tomb,97.0,Adventure|Comedy|Fantasy|Family,1111,6.1,2014,116978563.447975,321851579.072442
6.14502,Divergent,139.0,Action|Science Fiction|Thriller,3038,6.9,2014,78292739.315574,265963102.013597
6.052479,X-Men: Days of Future Past,131.0,Action|Adventure|Fantasy|Science Fiction,4006,7.6,2014,230272762.692864,687133923.875509
5.947136,Lucy,89.0,Action|Science Fiction,3699,6.3,2014,36843642.0308583,426796807.314199
5.787396,Teenage Mutant Ninja Turtles,101.0,Science Fiction|Action|Adventure|Fantasy|Comedy,1836,5.8,2014,115136381.346432,439544649.42814
5.701683,Sex Tape,97.0,Comedy,1150,5.3,2014,36843642.0308583,116121496.515052
5.522641,Nightcrawler,117.0,Crime|Drama|Thriller,2087,7.6,2014,7829273.9315574,35643660.2684612
4.983782,Transformers: Age of Extinction,165.0,Science Fiction|Action|Adventure,2161,5.9,2014,193429120.662006,226127852.964393
4.93082,The Grand Budapest Hotel,99.0,Comedy|Drama,2802,7.9,2014,27632731.5231437,160822790.371651
4.780419,Whiplash,105.0,Drama|Music,2372,8.2,2014,3039600.46754581,12888912.7349127
4.452507,Dawn of the Planet of the Apes,130.0,Science Fiction|Action|Drama|Thriller,2625,7.4,2014,156585478.631148,652316682.156347
4.145209,The Equalizer,132.0,Thriller|Action|Crime,2100,7.2,2014,50660007.7924302,177154121.56007
4.105685,Horrible Bosses 2,108.0,Comedy,1033,6.1,2014,38685824.1324013,98230083.9390274
4.101979,The Amazing Spider-Man 2,142.0,Action|Adventure|Fantasy,2813,6.6,2014,184218210.154291,650030010.988616
3.990452,Edge of Tomorrow,113.0,Action|Science Fiction,3267,7.7,2014,163954207.037319,341302234.843216
3.989231,The Interview,112.0,Action|Comedy,1657,6.1,2014,40528006.2339442,10413095.5199052
3.863074,American Sniper,134.0,War|Action,3004,7.5,2014,54160153.7853618,499514514.092232
3.81374,Exodus: Gods and Kings,153.0,Adventure|Drama|Action,1377,5.6,2014,128952747.108004,246881718.092715
3.689601,Godzilla,123.0,Action|Science Fiction|Thriller,2169,6.2,2014,147374568.123433,487327232.333243
3.582315,Maleficent,97.0,Fantasy|Adventure|Action|Family|Romance,2928,7.0,2014,165796389.138862,698565011.988
3.573028,The November Man,108.0,Crime|Action|Thriller,481,6.0,2014,13816365.7615718,29987149.8587506
3.489314,Ouija,89.0,Horror,569,4.9,2014,4605455.25385729,94439261.8744755
3.489106,How to Train Your Dragon 2,102.0,Fantasy|Action|Adventure|Animation|Comedy,2152,7.7,2014,133558202.361861,561057788.331434
3.393741,It Follows,100.0,Thriller|Horror,1003,6.6,2014,1842182.10154291,12434729.1854147
3.34625,The Expendables 3,127.0,Action|Adventure|Thriller,1275,6.2,2014,82898194.5694313,189903685.193185
3.327799,The Lego Movie,100.0,Adventure|Fantasy|Animation|Comedy|Action,2268,7.5,2014,55265463.0462875,432139714.774945
3.260581,Seventh Son,102.0,Adventure|Fantasy,675,5.1,2014,87503649.8232886,105168898.623797
3.170271,The Theory of Everything,123.0,Drama|Romance,1960,7.8,2014,13816365.7615718,111638022.270139
3.14993,Let's Be Cops,104.0,Comedy,912,6.4,2014,15658547.8631148,125840630.063122
3.028769,Dracula Untold,92.0,Horror|Action|Drama|Fantasy|War,1666,6.1,2014,64476373.5540021,198522018.221023
3.007018,Penguins of Madagascar,92.0,Family|Animation|Adventure|Comedy,939,6.5,2014,121584018.701832,344075490.780339
2.996038,Into the Woods,125.0,Fantasy|Comedy|Music,1095,5.6,2014,46054552.5385729,196102469.537216
2.979181,300: Rise of an Empire,102.0,Action|War,1664,6.1,2014,101320015.58486,310941963.895073
2.881991,The Giver,94.0,Drama|Science Fiction,1151,6.3,2014,23027276.2692864,61695098.5981915
2.805019,22 Jump Street,112.0,Crime|Comedy|Action,2416,7.0,2014,46054552.5385729,173571884.248329
2.777996,A Walk Among the Tombstones,113.0,Crime|Drama|Mystery|Thriller,823,6.2,2014,25790549.4216008,48985095.8257074
2.721864,Paddington,95.0,Comedy,606,7.1,2014,50660007.7924302,238753457.084986
2.692691,Cake,102.0,Drama,255,6.1,2014,6447637.35540021,2174033.70640591
2.67235,Chef,115.0,Comedy,866,7.2,2014,10132001.558486,42340653.5509441
2.611251,The Purge: Anarchy,104.0,Horror|Thriller,1126,6.6,2014,8289819.45694313,100198906.84914
2.601775,Left Behind,110.0,Thriller|Action|Science Fiction,253,3.8,2014,14737456.8123433,18129765.1494147
2.595951,Boyhood,164.0,Drama,1343,7.6,2014,3684364.20308583,40849467.0106634
2.576396,A Most Violent Year,125.0,Action|Thriller|Crime|Drama,384,6.4,2014,18421821.0154291,11059604.7229864
2.549403,Hercules,99.0,Action|Adventure,1215,5.6,2014,92109105.0771459,224193561.757773
2.526779,Noah,139.0,Drama|Adventure,1589,5.5,2014,115136381.346432,334022131.054676
2.523101,The Judge,141.0,Drama,974,7.2,2014,46054552.5385729,77113179.0628635
2.445165,Blended,117.0,Comedy,720,6.7,2014,36843642.0308583,113749780.089511
2.376309,Neighbors,96.0,Comedy,1829,6.2,2014,16579638.9138862,246997381.338142
2.361267,If I Stay,106.0,Drama,856,7.2,2014,10132001.558486,72650912.0183039
2.303556,Step Up All In,112.0,Romance|Drama|Music,421,6.7,2014,41449097.2847156,79366405.4145416
2.293859,The Fault in Our Stars,125.0,Romance|Drama,2389,7.8,2014,11053092.6092575,281072099.32309
2.165462,Ride Along,99.0,Action|Comedy,634,6.1,2014,23027276.2692864,141846012.919223
2.160156,Inherent Vice,148.0,Comedy|Romance|Crime|Drama|Mystery,552,6.3,2014,18421821.0154291,10234219.6378454
2.141491,Jack Ryan: Shadow Recruit,105.0,Action|Drama|Thriller,873,5.9,2014,55265463.0462875,46560330.0821889
2.136758,Non-Stop,106.0,Action|Thriller|Mystery,1648,6.8,2014,46054552.5385729,205227928.585968
2.116264,Predestination,97.0,Science Fiction|Thriller,1136,7.2,2014,5066000.77924302,2763273.15231437
1.957672,The Drop,106.0,Drama|Crime,583,6.6,2014,11605747.2397203,17186067.7609842
1.940735,RoboCop,102.0,Science Fiction|Action,1709,5.7,2014,110530926.092575,220490244.264135
1.904422,Transcendence,119.0,Thriller|Science Fiction|Drama|Mystery,1555,5.9,2014,92109105.0771459,94908538.4219315
1.900038,The Other Woman,109.0,Comedy|Romance,1056,6.2,2014,36843642.0308583,181253395.832431
1.894706,Mr. Peabody & Sherman,92.0,Animation|Adventure|Family,592,6.8,2014,133558202.361861,251377196.917292
1.840817,Sin City: A Dame to Kill For,102.0,Crime|Thriller,857,6.2,2014,59870918.3001448,36298002.4298381
1.811692,Rio 2,102.0,Animation|Adventure|Comedy|Family,659,6.5,2014,94872378.2294603,460719091.177882
1.805954,Dumb and Dumber To,110.0,Comedy,790,5.5,2014,36843642.0308583,156435350.000782
1.779861,The Monuments Men,118.0,War|Drama|History|Action,1083,5.7,2014,64476373.5540021,142754407.65095
1.769987,Unbroken,137.0,Drama|War,981,7.2,2014,59870918.3001448,150545826.582503
1.754707,Selma,127.0,History|Drama,580,7.5,2014,18421821.0154291,61517744.3585475
1.737699,Mommy,138.0,Drama,389,8.0,2014,4513346.14878015,3218356.60776903
1.64932099999999,Wild,115.0,Drama,677,6.9,2014,13816365.7615718,48358699.5668108
1.638781,Pompeii,105.0,Action|Adventure|History|Romance|Drama,837,5.1,2014,119741836.600289,108533660.811904
1.63015,The Best of Me,117.0,Drama|Romance,535,7.2,2014,23948367.3200579,33091313.2824092
1.58801,Annie,119.0,Music|Comedy|Drama|Family,331,6.1,2014,59870918.3001448,123262077.115584
1.54505499999999,The Book of Life,95.0,Romance|Animation|Adventure|Comedy|Family,531,7.3,2014,46054552.5385729,89748446.3496701
1.542392,St. Vincent,102.0,Comedy,531,7.1,2014,11974183.6600289,50510085.4864604
1.541069,Need for Speed,130.0,Action|Crime|Drama|Thriller,1117,6.2,2014,60792009.3509163,187237211.341578
1.44904599999999,The Hundred-Foot Journey,122.0,Drama,352,7.2,2014,20264003.1169721,81867328.80832
1.440084,The Boxtrolls,97.0,Animation|Comedy|Family|Fantasy,498,6.6,2014,55265463.0462875,99713420.9413734
1.398713,Big Eyes,105.0,Drama,710,6.8,2014,9210910.50771459,26604343.496959
1.394382,The Prince,93.0,Thriller|Action,165,4.6,2014,16579638.9138862,245550715.733801
1.319416,The Signal,95.0,Thriller|Science Fiction,400,5.8,2014,3684364.20308583,553479.928044367
1.3155,Into the Storm,89.0,Action|Thriller,572,5.7,2014,46054552.5385729,147929243.627661
1.240895,Planes: Fire & Rescue,83.0,Animation|Comedy|Adventure|Family,223,5.9,2014,46054552.5385729,139237453.588524
1.214094,Sabotage,110.0,Action|Drama|Thriller|Crime,422,5.4,2014,32238186.777001,16126939.242071
1.146492,No Good Deed,84.0,Thriller,105,5.8,2014,12158401.8701832,49582713.5158137
1.142614,Still Alice,99.0,Drama,725,7.5,2014,4605455.25385729,38499379.6451773
1.140302,"As Above, So Below",93.0,Horror|Thriller,501,6.1,2014,4605455.25385729,36935751.1359355
1.136851,Foxcatcher,134.0,Drama|Thriller,645,6.5,2014,22106185.218515,11141793.6774468
1.077877,Endless Love,103.0,Drama|Romance,357,6.6,2014,18421821.0154291,31388867.1409057
1.052381,The Rover,100.0,Crime|Drama,164,6.0,2014,11283365.3719503,2114293.58303497
1.041267,Think Like a Man Too,106.0,Comedy|Romance,175,6.2,2014,22106185.218515,64643485.2611615
1.039133,Suite Fran̤aise,107.0,Drama|Romance|War,161,6.9,2014,13816365.7615718,8386272.42741572
